"District","Income Streams","Cohort","Year","RTV","Control","Status","Values"
"Kanungu","Perennial Value","2019","Base",95.46,162.786883282174,"Control",162.786883282174
"Kanungu","Annual Agric Value","2019","Base",244.8,323.820483641536,"RTV",244.8
"Kanungu","Annual Agric Value","2019","Base",244.8,323.820483641536,"Control",323.820483641536
"Kanungu","Livestock Income","2019","Base",22,36.2057370667066,"RTV",22
"Kanungu","Livestock Income","2019","Base",22,36.2057370667066,"Control",36.2057370667066
"Kanungu","Livestock Income/ Production","2019","Base",26.16,41.8627027027027,"RTV",26.16
"Kanungu","Livestock Income/ Production","2019","Base",26.16,41.8627027027027,"Control",41.8627027027027
"Kanungu","Livestock Value","2019","Base",86.26,169.101227820618,"RTV",86.26
"Kanungu","Livestock Value","2019","Base",86.26,169.101227820618,"Control",169.101227820618
"Kanungu","PPI","2019","Base",31.23,27.09,"RTV",31.23
"Kanungu","PPI","2019","Base",31.23,27.09,"Control",27.09
"Rukungiri","Salaried Employment","2019","Base",20.42,10.2043872126975,"RTV",20.42
"Rukungiri","Salaried Employment","2019","Base",20.42,10.2043872126975,"Control",10.2043872126975
"Rukungiri","Self-Income / Business","2019","Base",47.18,41.4647001572209,"RTV",47.18
"Rukungiri","Self-Income / Business","2019","Base",47.18,41.4647001572209,"Control",41.4647001572209
"Rukungiri","Casual Labour Income","2019","Base",47.22,130.451448678595,"RTV",47.22
"Rukungiri","Casual Labour Income","2019","Base",47.22,130.451448678595,"Control",130.451448678595
"Rukungiri","Remit and Gifts Income","2019","Base",5.47,4.97566818896459,"RTV",5.47
"Rukungiri","Remit and Gifts Income","2019","Base",5.47,4.97566818896459,"Control",4.97566818896459
"Rukungiri","Rent Income","2019","Base",0.86,1.50108557310773,"RTV",0.86
"Rukungiri","Rent Income","2019","Base",0.86,1.50108557310773,"Control",1.50108557310773
"Rukungiri","Perennial Crop Income","2019","Base",85.92,44.7405405405405,"RTV",85.92
"Rukungiri","Perennial Crop Income","2019","Base",85.92,44.7405405405405,"Control",44.7405405405405
"Rukungiri","Seasonal Crop Income","2019","Base",37.75,94.3118589503631,"RTV",37.75
"Rukungiri","Seasonal Crop Income","2019","Base",37.75,94.3118589503631,"Control",94.3118589503631
"Rukungiri","Season1 Value","2019","Base",67.3,82.8000524069776,"RTV",67.3
"Rukungiri","Season1 Value","2019","Base",67.3,82.8000524069776,"Control",82.8000524069776
"Rukungiri","Season2 Value","2019","Base",51.66,78.2335479523845,"RTV",51.66
"Rukungiri","Season2 Value","2019","Base",51.66,78.2335479523845,"Control",78.2335479523845
"Rukungiri","Perennial Value","2019","Base",168.23,162.786883282174,"RTV",168.23
"Rukungiri","Perennial Value","2019","Base",168.23,162.786883282174,"Control",162.786883282174
"Rukungiri","Annual Agric Value","2019","Base",287.19,323.820483641536,"RTV",287.19
"Rukungiri","Annual Agric Value","2019","Base",287.19,323.820483641536,"Control",323.820483641536
"Rukungiri","Livestock Income","2019","Base",19.42,36.2057370667066,"RTV",19.42
"Rukungiri","Livestock Income","2019","Base",19.42,36.2057370667066,"Control",36.2057370667066
"Rukungiri","Livestock Income/ Production","2019","Base",21.82,41.8627027027027,"RTV",21.82
"Rukungiri","Livestock Income/ Production","2019","Base",21.82,41.8627027027027,"Control",41.8627027027027
"Rukungiri","Livestock Value","2019","Base",95.81,169.101227820618,"RTV",95.81
"Rukungiri","Livestock Value","2019","Base",95.81,169.101227820618,"Control",169.101227820618
"Rukungiri","PPI","2019","Base",30.09,27.09,"RTV",30.09
"Rukungiri","PPI","2019","Base",30.09,27.09,"Control",27.09
"Kanungu","Salaried Employment","2020","Base",22.35,18.5201595037661,"RTV",22.35
"Kanungu","Salaried Employment","2020","Base",22.35,18.5201595037661,"Control",18.5201595037661
"Kanungu","Self-Income / Business","2020","Base",57.71,23.1564761482794,"RTV",57.71
"Kanungu","Self-Income / Business","2020","Base",57.71,23.1564761482794,"Control",23.1564761482794
"Kanungu","Casual Labour Income","2020","Base",81.5,109.947939743022,"RTV",81.5
"Kanungu","Casual Labour Income","2020","Base",81.5,109.947939743022,"Control",109.947939743022
"Kanungu","Remit and Gifts Income","2020","Base",18.58,14.6411165263624,"RTV",18.58
"Kanungu","Remit and Gifts Income","2020","Base",18.58,14.6411165263624,"Control",14.6411165263624
"Kanungu","Rent Income","2020","Base",5.71,8.05937084625609,"RTV",5.71
"Kanungu","Rent Income","2020","Base",5.71,8.05937084625609,"Control",8.05937084625609
"Kanungu","Perennial Crop Income","2020","Base",40.13,61.2816422980357,"RTV",40.13
"Kanungu","Perennial Crop Income","2020","Base",40.13,61.2816422980357,"Control",61.2816422980357
"Kanungu","Seasonal Crop Income","2020","Base",47.38,58.0029537734456,"RTV",47.38
"Kanungu","Seasonal Crop Income","2020","Base",47.38,58.0029537734456,"Control",58.0029537734456
"Kanungu","Season1 Value","2020","Base",50.21,61.6609274848619,"RTV",50.21
"Kanungu","Season1 Value","2020","Base",50.21,61.6609274848619,"Control",61.6609274848619
"Kanungu","Season2 Value","2020","Base",79.04,80.6434057007828,"RTV",79.04
"Kanungu","Season2 Value","2020","Base",79.04,80.6434057007828,"Control",80.6434057007828
"Kanungu","Perennial Value","2020","Base",79.41,166.58733089647,"RTV",79.41
"Kanungu","Perennial Value","2020","Base",79.41,166.58733089647,"Control",166.58733089647
"Kanungu","Annual Agric Value","2020","Base",208.66,308.891664082115,"RTV",208.66
"Kanungu","Annual Agric Value","2020","Base",208.66,308.891664082115,"Control",308.891664082115
"Kanungu","Livestock Income","2020","Base",15.31,28.8015064244572,"RTV",15.31
"Kanungu","Livestock Income","2020","Base",15.31,28.8015064244572,"Control",28.8015064244572
"Kanungu","Livestock Income/ Production","2020","Base",18.62,31.0308669325063,"RTV",18.62
"Kanungu","Livestock Income/ Production","2020","Base",18.62,31.0308669325063,"Control",31.0308669325063
"Kanungu","Livestock Value","2020","Base",82.02,127.555752473785,"RTV",82.02
"Kanungu","Livestock Value","2020","Base",82.02,127.555752473785,"Control",127.555752473785
"Kanungu","PPI","2020","Base",29.01,29.64,"RTV",29.01
"Kanungu","PPI","2020","Base",29.01,29.64,"Control",29.64
"Rukungiri","Salaried Employment","2020","Base",9.57,18.5201595037661,"RTV",9.57
"Rukungiri","Salaried Employment","2020","Base",9.57,18.5201595037661,"Control",18.5201595037661
"Rukungiri","Self-Income / Business","2020","Base",42.42,23.1564761482794,"RTV",42.42
"Rukungiri","Self-Income / Business","2020","Base",42.42,23.1564761482794,"Control",23.1564761482794
"Rukungiri","Casual Labour Income","2020","Base",71.55,109.947939743022,"RTV",71.55
"Rukungiri","Casual Labour Income","2020","Base",71.55,109.947939743022,"Control",109.947939743022
"Rukungiri","Remit and Gifts Income","2020","Base",8.93,14.6411165263624,"RTV",8.93
"Rukungiri","Remit and Gifts Income","2020","Base",8.93,14.6411165263624,"Control",14.6411165263624
"Rukungiri","Rent Income","2020","Base",2.35,8.05937084625609,"RTV",2.35
"Rukungiri","Rent Income","2020","Base",2.35,8.05937084625609,"Control",8.05937084625609
"Rukungiri","Perennial Crop Income","2020","Base",37.93,61.2816422980357,"RTV",37.93
"Rukungiri","Perennial Crop Income","2020","Base",37.93,61.2816422980357,"Control",61.2816422980357
"Rukungiri","Seasonal Crop Income","2020","Base",17.18,58.0029537734456,"RTV",17.18
"Rukungiri","Seasonal Crop Income","2020","Base",17.18,58.0029537734456,"Control",58.0029537734456
"Rukungiri","Season1 Value","2020","Base",44.92,61.6609274848619,"RTV",44.92
"Rukungiri","Season1 Value","2020","Base",44.92,61.6609274848619,"Control",61.6609274848619
"Rukungiri","Season2 Value","2020","Base",71.51,80.6434057007828,"RTV",71.51
"Rukungiri","Season2 Value","2020","Base",71.51,80.6434057007828,"Control",80.6434057007828
"Rukungiri","Perennial Value","2020","Base",94.7,166.58733089647,"RTV",94.7
"Rukungiri","Perennial Value","2020","Base",94.7,166.58733089647,"Control",166.58733089647
"Rukungiri","Annual Agric Value","2020","Base",211.14,308.891664082115,"RTV",211.14
"Rukungiri","Annual Agric Value","2020","Base",211.14,308.891664082115,"Control",308.891664082115
"Rukungiri","Livestock Income","2020","Base",12.65,28.8015064244572,"RTV",12.65
"Rukungiri","Livestock Income","2020","Base",12.65,28.8015064244572,"Control",28.8015064244572
"Rukungiri","Livestock Income/ Production","2020","Base",14.58,31.0308669325063,"RTV",14.58
"Rukungiri","Livestock Income/ Production","2020","Base",14.58,31.0308669325063,"Control",31.0308669325063
"Rukungiri","Livestock Value","2020","Base",74,127.555752473785,"RTV",74
"Rukungiri","Livestock Value","2020","Base",74,127.555752473785,"Control",127.555752473785
"Rukungiri","PPI","2020","Base",31.67,29.64,"RTV",31.67
"Rukungiri","PPI","2020","Base",31.67,29.64,"Control",29.64
"Mitooma","Salaried Employment","2020","Base",23.53,14.3511216599035,"RTV",23.53
"Mitooma","Salaried Employment","2020","Base",23.53,14.3511216599035,"Control",14.3511216599035
"Mitooma","Self-Income / Business","2020","Base",37.87,42.9798637164076,"RTV",37.87
"Mitooma","Self-Income / Business","2020","Base",37.87,42.9798637164076,"Control",42.9798637164076
"Mitooma","Casual Labour Income","2020","Base",34.87,37.5527141872751,"RTV",34.87
"Mitooma","Casual Labour Income","2020","Base",34.87,37.5527141872751,"Control",37.5527141872751
"Mitooma","Remit and Gifts Income","2020","Base",9.03,5.43603093178164,"RTV",9.03
"Mitooma","Remit and Gifts Income","2020","Base",9.03,5.43603093178164,"Control",5.43603093178164
"Mitooma","Rent Income","2020","Base",2.53,0.976341780874359,"RTV",2.53
"Mitooma","Rent Income","2020","Base",2.53,0.976341780874359,"Control",0.976341780874359
"Mitooma","Perennial Crop Income","2020","Base",67.85,53.1724217134982,"RTV",67.85
"Mitooma","Perennial Crop Income","2020","Base",67.85,53.1724217134982,"Control",53.1724217134982
"Mitooma","Seasonal Crop Income","2020","Base",17.26,14.0872827501723,"RTV",17.26
"Mitooma","Seasonal Crop Income","2020","Base",17.26,14.0872827501723,"Control",14.0872827501723
"Mitooma","Season1 Value","2020","Base",44.15,42.7828650179925,"RTV",44.15
"Mitooma","Season1 Value","2020","Base",44.15,42.7828650179925,"Control",42.7828650179925
"Mitooma","Season2 Value","2020","Base",35.73,35.0254957507082,"RTV",35.73
"Mitooma","Season2 Value","2020","Base",35.73,35.0254957507082,"Control",35.0254957507082
"Mitooma","Perennial Value","2020","Base",147.85,122.244851083378,"RTV",147.85
"Mitooma","Perennial Value","2020","Base",147.85,122.244851083378,"Control",122.244851083378
"Mitooma","Annual Agric Value","2020","Base",227.73,200.053211852079,"RTV",227.73
"Mitooma","Annual Agric Value","2020","Base",227.73,200.053211852079,"Control",200.053211852079
"Mitooma","Livestock Income","2020","Base",21.67,14.2018222188194,"RTV",21.67
"Mitooma","Livestock Income","2020","Base",21.67,14.2018222188194,"Control",14.2018222188194
"Mitooma","Livestock Income/ Production","2020","Base",24.2,15.2584028787995,"RTV",24.2
"Mitooma","Livestock Income/ Production","2020","Base",24.2,15.2584028787995,"Control",15.2584028787995
"Mitooma","Livestock Value","2020","Base",124.73,110.32156802695,"RTV",124.73
"Mitooma","Livestock Value","2020","Base",124.73,110.32156802695,"Control",110.32156802695
"Mitooma","PPI","2020","Base",31.61,32.7,"RTV",31.61
"Mitooma","PPI","2020","Base",31.61,32.7,"Control",32.7
"Kagadi","Salaried Employment","2020","Base",0,14.3511216599035,"RTV",0
"Kagadi","Salaried Employment","2020","Base",0,14.3511216599035,"Control",14.3511216599035
"Kagadi","Self-Income / Business","2020","Base",9.83,42.9798637164076,"RTV",9.83
"Kagadi","Self-Income / Business","2020","Base",9.83,42.9798637164076,"Control",42.9798637164076
"Kagadi","Casual Labour Income","2020","Base",68.27,37.5527141872751,"RTV",68.27
"Kagadi","Casual Labour Income","2020","Base",68.27,37.5527141872751,"Control",37.5527141872751
"Kagadi","Remit and Gifts Income","2020","Base",0.99,5.43603093178164,"RTV",0.99
"Kagadi","Remit and Gifts Income","2020","Base",0.99,5.43603093178164,"Control",5.43603093178164
"Kagadi","Rent Income","2020","Base",4.93,0.976341780874359,"RTV",4.93
"Kagadi","Rent Income","2020","Base",4.93,0.976341780874359,"Control",0.976341780874359
"Kagadi","Perennial Crop Income","2020","Base",35.38,53.1724217134982,"RTV",35.38
"Kagadi","Perennial Crop Income","2020","Base",35.38,53.1724217134982,"Control",53.1724217134982
"Kagadi","Seasonal Crop Income","2020","Base",129.66,14.0872827501723,"RTV",129.66
"Kagadi","Seasonal Crop Income","2020","Base",129.66,14.0872827501723,"Control",14.0872827501723
"Kagadi","Season1 Value","2020","Base",131.47,42.7828650179925,"RTV",131.47
"Kagadi","Season1 Value","2020","Base",131.47,42.7828650179925,"Control",42.7828650179925
"Kagadi","Season2 Value","2020","Base",104.92,35.0254957507082,"RTV",104.92
"Kagadi","Season2 Value","2020","Base",104.92,35.0254957507082,"Control",35.0254957507082
"Kagadi","Perennial Value","2020","Base",61.8,122.244851083378,"RTV",61.8
"Kagadi","Perennial Value","2020","Base",61.8,122.244851083378,"Control",122.244851083378
"Kagadi","Annual Agric Value","2020","Base",298.19,200.053211852079,"RTV",298.19
"Kagadi","Annual Agric Value","2020","Base",298.19,200.053211852079,"Control",200.053211852079
"Kagadi","Livestock Income","2020","Base",7.44,14.2018222188194,"RTV",7.44
"Kagadi","Livestock Income","2020","Base",7.44,14.2018222188194,"Control",14.2018222188194
"Kagadi","Livestock Income/ Production","2020","Base",10.69,15.2584028787995,"RTV",10.69
"Kagadi","Livestock Income/ Production","2020","Base",10.69,15.2584028787995,"Control",15.2584028787995
"Kagadi","Livestock Value","2020","Base",53.51,110.32156802695,"RTV",53.51
"Kagadi","Livestock Value","2020","Base",53.51,110.32156802695,"Control",110.32156802695
"Kagadi","PPI","2020","Base",30.82,32.7,"RTV",30.82
"Kagadi","PPI","2020","Base",30.82,32.7,"Control",32.7
"Kanungu","Salaried Employment","2021","Base",8.07,9.62399316473001,"RTV",8.07
"Kanungu","Salaried Employment","2021","Base",8.07,9.62399316473001,"Control",9.62399316473001
"Kanungu","Self-Income / Business","2021","Base",27.81,23.365003417635,"RTV",27.81
"Kanungu","Self-Income / Business","2021","Base",27.81,23.365003417635,"Control",23.365003417635
"Kanungu","Casual Labour Income","2021","Base",47.41,122.262200956938,"RTV",47.41
"Kanungu","Casual Labour Income","2021","Base",47.41,122.262200956938,"Control",122.262200956938
"Kanungu","Remit and Gifts Income","2021","Base",2.1,17.8755980861244,"RTV",2.1
"Kanungu","Remit and Gifts Income","2021","Base",2.1,17.8755980861244,"Control",17.8755980861244
"Kanungu","Rent Income","2021","Base",1.75,2.12918660287081,"RTV",1.75
"Kanungu","Rent Income","2021","Base",1.75,2.12918660287081,"Control",2.12918660287081
"Kanungu","Perennial Crop Income","2021","Base",41.86,86.7786397812714,"RTV",41.86
"Kanungu","Perennial Crop Income","2021","Base",41.86,86.7786397812714,"Control",86.7786397812714
"Kanungu","Seasonal Crop Income","2021","Base",13.64,76.2917532467532,"RTV",13.64
"Kanungu","Seasonal Crop Income","2021","Base",13.64,76.2917532467532,"Control",76.2917532467532
"Kanungu","Season1 Value","2021","Base",76.88,103.765345181135,"RTV",76.88
"Kanungu","Season1 Value","2021","Base",76.88,103.765345181135,"Control",103.765345181135
"Kanungu","Season2 Value","2021","Base",28.09,68.5982467532468,"RTV",28.09
"Kanungu","Season2 Value","2021","Base",28.09,68.5982467532468,"Control",68.5982467532468
"Kanungu","Perennial Value","2021","Base",62.1,182.726384142174,"RTV",62.1
"Kanungu","Perennial Value","2021","Base",62.1,182.726384142174,"Control",182.726384142174
"Kanungu","Annual Agric Value","2021","Base",167.07,355.089976076555,"RTV",167.07
"Kanungu","Annual Agric Value","2021","Base",167.07,355.089976076555,"Control",355.089976076555
"Kanungu","Livestock Income","2021","Base",9.76,32.2891326042379,"RTV",9.76
"Kanungu","Livestock Income","2021","Base",9.76,32.2891326042379,"Control",32.2891326042379
"Kanungu","Livestock Income/ Production","2021","Base",15.13,37.3335618591934,"RTV",15.13
"Kanungu","Livestock Income/ Production","2021","Base",15.13,37.3335618591934,"Control",37.3335618591934
"Kanungu","Livestock Value","2021","Base",71.56,190.199908407382,"RTV",71.56
"Kanungu","Livestock Value","2021","Base",71.56,190.199908407382,"Control",190.199908407382
"Kanungu","PPI","2021","Base",29.05,29.96,"RTV",29.05
"Kanungu","PPI","2021","Base",29.05,29.96,"Control",29.96
"Rukungiri","Salaried Employment","2021","Base",21.92,9.62399316473001,"RTV",21.92
"Rukungiri","Salaried Employment","2021","Base",21.92,9.62399316473001,"Control",9.62399316473001
"Rukungiri","Self-Income / Business","2021","Base",47.53,23.365003417635,"RTV",47.53
"Rukungiri","Self-Income / Business","2021","Base",47.53,23.365003417635,"Control",23.365003417635
"Rukungiri","Casual Labour Income","2021","Base",24.59,122.262200956938,"RTV",24.59
"Rukungiri","Casual Labour Income","2021","Base",24.59,122.262200956938,"Control",122.262200956938
"Rukungiri","Remit and Gifts Income","2021","Base",14.03,17.8755980861244,"RTV",14.03
"Rukungiri","Remit and Gifts Income","2021","Base",14.03,17.8755980861244,"Control",17.8755980861244
"Rukungiri","Rent Income","2021","Base",3.6,2.12918660287081,"RTV",3.6
"Rukungiri","Rent Income","2021","Base",3.6,2.12918660287081,"Control",2.12918660287081
"Rukungiri","Perennial Crop Income","2021","Base",55.17,86.7786397812714,"RTV",55.17
"Rukungiri","Perennial Crop Income","2021","Base",55.17,86.7786397812714,"Control",86.7786397812714
"Rukungiri","Seasonal Crop Income","2021","Base",42.67,76.2917532467532,"RTV",42.67
"Rukungiri","Seasonal Crop Income","2021","Base",42.67,76.2917532467532,"Control",76.2917532467532
"Rukungiri","Season1 Value","2021","Base",82.89,103.765345181135,"RTV",82.89
"Rukungiri","Season1 Value","2021","Base",82.89,103.765345181135,"Control",103.765345181135
"Rukungiri","Season2 Value","2021","Base",71.47,68.5982467532468,"RTV",71.47
"Rukungiri","Season2 Value","2021","Base",71.47,68.5982467532468,"Control",68.5982467532468
"Rukungiri","Perennial Value","2021","Base",152.99,182.726384142174,"RTV",152.99
"Rukungiri","Perennial Value","2021","Base",152.99,182.726384142174,"Control",182.726384142174
"Rukungiri","Annual Agric Value","2021","Base",307.35,355.089976076555,"RTV",307.35
"Rukungiri","Annual Agric Value","2021","Base",307.35,355.089976076555,"Control",355.089976076555
"Rukungiri","Livestock Income","2021","Base",17.75,32.2891326042379,"RTV",17.75
"Rukungiri","Livestock Income","2021","Base",17.75,32.2891326042379,"Control",32.2891326042379
"Rukungiri","Livestock Income/ Production","2021","Base",21.43,37.3335618591934,"RTV",21.43
"Rukungiri","Livestock Income/ Production","2021","Base",21.43,37.3335618591934,"Control",37.3335618591934
"Rukungiri","Livestock Value","2021","Base",147.08,190.199908407382,"RTV",147.08
"Rukungiri","Livestock Value","2021","Base",147.08,190.199908407382,"Control",190.199908407382
"Rukungiri","PPI","2021","Base",32.48,29.96,"RTV",32.48
"Rukungiri","PPI","2021","Base",32.48,29.96,"Control",29.96
"Mitooma","Salaried Employment","2021","Base",9.8,28.408262454435,"RTV",9.8
"Mitooma","Salaried Employment","2021","Base",9.8,28.408262454435,"Control",28.408262454435
"Mitooma","Self-Income / Business","2021","Base",45.05,40.3797965630967,"RTV",45.05
"Mitooma","Self-Income / Business","2021","Base",45.05,40.3797965630967,"Control",40.3797965630967
"Mitooma","Casual Labour Income","2021","Base",41.6,128.959455650061,"RTV",41.6
"Mitooma","Casual Labour Income","2021","Base",41.6,128.959455650061,"Control",128.959455650061
"Mitooma","Remit and Gifts Income","2021","Base",5.38,7.46300989411561,"RTV",5.38
"Mitooma","Remit and Gifts Income","2021","Base",5.38,7.46300989411561,"Control",7.46300989411561
"Mitooma","Rent Income","2021","Base",4.82,4.65474743968061,"RTV",4.82
"Mitooma","Rent Income","2021","Base",4.82,4.65474743968061,"Control",4.65474743968061
"Mitooma","Perennial Crop Income","2021","Base",33.49,94.1654053115779,"RTV",33.49
"Mitooma","Perennial Crop Income","2021","Base",33.49,94.1654053115779,"Control",94.1654053115779
"Mitooma","Seasonal Crop Income","2021","Base",35.13,18.702135045999,"RTV",35.13
"Mitooma","Seasonal Crop Income","2021","Base",35.13,18.702135045999,"Control",18.702135045999
"Mitooma","Season1 Value","2021","Base",70.57,63.2962735636174,"RTV",70.57
"Mitooma","Season1 Value","2021","Base",70.57,63.2962735636174,"Control",63.2962735636174
"Mitooma","Season2 Value","2021","Base",51.48,39.9880298559278,"RTV",51.48
"Mitooma","Season2 Value","2021","Base",51.48,39.9880298559278,"Control",39.9880298559278
"Mitooma","Perennial Value","2021","Base",72.43,302.173607359833,"RTV",72.43
"Mitooma","Perennial Value","2021","Base",72.43,302.173607359833,"Control",302.173607359833
"Mitooma","Annual Agric Value","2021","Base",194.48,405.457910779379,"RTV",194.48
"Mitooma","Annual Agric Value","2021","Base",194.48,405.457910779379,"Control",405.457910779379
"Mitooma","Livestock Income","2021","Base",14.95,12.8949487936122,"RTV",14.95
"Mitooma","Livestock Income","2021","Base",14.95,12.8949487936122,"Control",12.8949487936122
"Mitooma","Livestock Income/ Production","2021","Base",16.64,14.2669331713244,"RTV",16.64
"Mitooma","Livestock Income/ Production","2021","Base",16.64,14.2669331713244,"Control",14.2669331713244
"Mitooma","Livestock Value","2021","Base",71.92,117.436382919632,"RTV",71.92
"Mitooma","Livestock Value","2021","Base",71.92,117.436382919632,"Control",117.436382919632
"Mitooma","PPI","2021","Base",29.46,27.63,"RTV",29.46
"Mitooma","PPI","2021","Base",29.46,27.63,"Control",27.63
"Rubanda","Salaried Employment","2021","Base",7.25,5.637827,"RTV",7.25
"Rubanda","Salaried Employment","2021","Base",7.25,5.637827,"Control",5.637827
"Rubanda","Self-Income / Business","2021","Base",14.93,29.480282,"RTV",14.93
"Rubanda","Self-Income / Business","2021","Base",14.93,29.480282,"Control",29.480282
"Rubanda","Casual Labour Income","2021","Base",55.89,85.656338,"RTV",55.89
"Rubanda","Casual Labour Income","2021","Base",55.89,85.656338,"Control",85.656338
"Rubanda","Remit and Gifts Income","2021","Base",12.63,11.358551,"RTV",12.63
"Rubanda","Remit and Gifts Income","2021","Base",12.63,11.358551,"Control",11.358551
"Rubanda","Rent Income","2021","Base",0.3,10.054728,"RTV",0.3
"Rubanda","Rent Income","2021","Base",0.3,10.054728,"Control",10.054728
"Rubanda","Perennial Crop Income","2021","Base",3.42,5.849688,"RTV",3.42
"Rubanda","Perennial Crop Income","2021","Base",3.42,5.849688,"Control",5.849688
"Rubanda","Seasonal Crop Income","2021","Base",77.32,50.843078,"RTV",77.32
"Rubanda","Seasonal Crop Income","2021","Base",77.32,50.843078,"Control",50.843078
"Rubanda","Season1 Value","2021","Base",120.25,63.104829,"RTV",120.25
"Rubanda","Season1 Value","2021","Base",120.25,63.104829,"Control",63.104829
"Rubanda","Season2 Value","2021","Base",98.67,63.30334,"RTV",98.67
"Rubanda","Season2 Value","2021","Base",98.67,63.30334,"Control",63.30334
"Rubanda","Perennial Value","2021","Base",15.17,27.377284,"RTV",15.17
"Rubanda","Perennial Value","2021","Base",15.17,27.377284,"Control",27.377284
"Rubanda","Annual Agric Value","2021","Base",234.08,153.785453,"RTV",234.08
"Rubanda","Annual Agric Value","2021","Base",234.08,153.785453,"Control",153.785453
"Rubanda","Livestock Income","2021","Base",9.95,7.44974,"RTV",9.95
"Rubanda","Livestock Income","2021","Base",9.95,7.44974,"Control",7.44974
"Rubanda","Livestock Income/ Production","2021","Base",11.64,8.64652,"RTV",11.64
"Rubanda","Livestock Income/ Production","2021","Base",11.64,8.64652,"Control",8.64652
